Description	NSLA_1001	NSLA_1003	NSLA_1005	NSLA_1006	NSLA_1009	NSLA_1010	NSLA_1011	NSLA_1012	NSLA_1013	NSLA_136	NSLA_138	NSLA_139	NSLA_14	NSLA_168	NSLA_179	NSLA_187	NSLA_2_116	NSLA_2_118	NSLA_2_171	NSLA_2_184	NSLA_2_19	NSLA_2_220	NSLA_2_221	NSLA_2_24	NSLA_2_252	NSLA_2_265	NSLA_2_266	NSLA_2_273	NSLA_2_275	NSLA_2_30	NSLA_2_350	NSLA_2_363	NSLA_2_369	NSLA_2_379	NSLA_2_407	NSLA_2_41	NSLA_2_411	NSLA_2_5	NSLA_2_8	NSLA_2_97	NSLA_20	NSLA_216	NSLA_235	NSLA_239	NSLA_259	NSLA_271	NSLA_291	NSLA_300	NSLA_310	NSLA_311	NSLA_312	NSLA_350	NSLA_356	NSLA_379	NSLA_380	NSLA_407	NSLA_421	NSLA_429	NSLA_460	NSLA_464	NSLA_469	NSLA_479	NSLA_483	NSLA_490	NSLA_50	NSLA_519	NSLA_535	NSLA_541	NSLA_542	NSLA_563	NSLA_571	NSLA_585	NSLA_589	NSLA_6	NSLA_61	NSLA_611	NSLA_616	NSLA_632	NSLA_649	NSLA_653	NSLA_657	NSLA_66	NSLA_663	NSLA_665	NSLA_667	NSLA_672	NSLA_675	NSLA_677	NSLA_679	NSLA_693	NSLA_696	NSLA_698	NSLA_699	NSLA_72
UIMC1:S677-p	0	-0.361705	0.843625	0	0.246324	0.1319	-2.07925	-0.799498	-1.24766	0	0.881285	0.715019	1.01401	-1.24078	-0.522586	-0.267105	0	-0.853852	-0.0262382	0.0731573	-1.2337	1.45801	-0.0683005	0.828621	-0.759875	1.15608	-1.25912	-0.0101475	0.23093	0.0142379	0.186653	0.0718554	-1.06228	-0.338147	0.751466	0.453295	0.983579	0.369609	1.52269	1.22955	-0.0425656	-0.629757	0.965739	9.21E-05	-0.85055	-0.392839	0.821599	-0.448201	1.21137	-1.53211	0.0246634	-0.225328	1.32214	0	-0.8088	-0.826584	1.21276	1.52097	-1.64256	-0.566574	-0.334581	-1.50474	0	0.312821	0.301015	-0.223029	0.480667	-0.0412696	-1.24245	-1.78197	1.55955	-0.818455	0	-1.5619	0.232376	-0.331619	-1.69387	1.98844	0	-1.05121	1.28443	2.36441	0	-0.661153	1.56744	-0.377622	0.65684	-0.204335	0.266318	0.124902	0	0	0.235084	0.103238
ULK1:S623-p	0.19642327	0.152148362	0.440237	-2.02482	0.781088	-0.455943	0.621501	0	-0.302393	2.33208	0.117026001	0.251495	0.553059	0.12980398	-0.005097228	-0.183322629	2.09633	-0.523299	0.0732111	0.0649394	-0.109068	-0.561311	0.0506601	-0.0489996	0.220895	-0.0768936	0.569332	-1.70878	-1.34895	-0.175013	0.558401	-0.0732111	-1.05992	0.995038	-0.725873	-0.636271	-0.137139386	0	0.723028	-0.140958279	1.35693	-1.35263	0.216195614	0.050214001	0.86154	-0.08782391	0.559765	0.042809469	-1.74987	0.0447042	0.120684366	0.089735583	0	1.3886	-0.03925325	0.042738634	0.285722855	-0.316467	-0.00628132	-0.830306	0.932558	0.063723729	-0.517249	0.197024719	0.050274196	1.47761	1.15805	0.570281	-1.27632	0.030285575	-0.226844096	-0.071522829	0.024378264	-0.113658	-0.735394	-1.03639	1.88542	-1.93283	1.75736	-0.117886842	0	0.069908096	0.109245115	0.296518	0.063418735	-0.16875775	0.0436002	-1.16764	-0.104171175	0.205130311	-0.044972689	0	1.41568	-0.976344
UNC13D:S150-p	0.19642327	0.152148362	0.779952	-0.225881	-0.206345	1.58689	1.10476	1.19675	1.11464	0	0	-0.865298	-0.246768	-0.458287	-1.40039	0.372454	-0.347126	-0.860234	-0.414353	0.199224405	-1.72459	1.28388	0.875651	-0.772379	1.71864	0.369727	-1.21053	-0.0259029	-1.26665	0.817711	0.425176	0.0259029	-1.17272	-2.18166	-0.112916196	1.22525	-0.137139386	0.560883	-0.00578999	-0.140958279	-0.207304571	-0.043455221	0.314745	1.62039	-0.737758	1.12302	-0.860189	1.34609	0.209243	-0.981183	-1.15835	0.089735583	0.055701094	-0.489781	-0.123102	0.123102	0.851375	0.157969893	-1.01385	-0.10820499	0.189755	0.063723729	-1.20852	0.197024719	1.43546	0.424484	1.98779	0.396378	0	0.213431	-0.226844096	-0.357116	-0.221878	0.864752	-0.491483069	-0.260217606	-0.049251438	0.027756863	-0.192087074	0.526342	0.767011	-1.16755	0.109245115	-1.17526	1.48386	-0.204605	0.23044097	0.583982	-1.16773	-1.1857	0.0069127	1.15856	0	-0.189755
UPF1:S1107-p	-0.994009	0	0.397336	0.754149	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	0.032912271	-0.581166	-0.364761	0.063644588	-1.73028	1.33404	0.766523	0.12844	-0.010558132	-0.272025	-1.36726	-0.03526551	-0.205973582	-0.0185314	0	-0.373619	0.298609	1.08788	1.63521	-1.53384	-1.06807	0.048861219	1.31027	0.084581591	0	0	-2.3698	0.891194	0.10870514	0.238031446	-0.956674	0.762981	0.0618006	-1.8798	0.717144	0.059226215	0.159311	0.086385657	0.434207	0.230658099	-1.48916	-0.82989	-0.453098	1.17974	-0.24567833	0.370805	-0.17305	-1.09255	0.980785	-0.235597798	-1.49451	0	-0.0832404	-0.096115796	0.523111	0.337292	0.013194124	-0.174235754	-0.18806812	-0.825554	-2.52058	1.3901	0.0966646	0	-0.0822227	-1.20863	0.855044	0	-1.81709	0	0.0823601	0.287697474	-0.926686	-0.966726	0.12487259	-0.349307	-0.235433	-1.03315	0.035430144	0	0	1.48138	0.003342637	-0.014067928	1.07935
URI1:S442-p	0.19642327	0.152148362	0.699265	1.11302	0	1.23342	-0.321672	-1.72023	-0.488133	0.342543	1.23942	0.289976	0.063644588	-0.611709	-0.539522	0.38748	-1.88363	0	0.071027592	0.199224405	-1.00655	-1.35888	-2.12723	0.18818	0.35517	0	-1.03749	0.104204435	-0.992607	0.090834589	-0.413045	-0.130959675	0.317816	-0.356090301	-0.112916196	0.0720608	-0.137139386	0.0728548	0.470037	-0.140958279	-0.207304571	0.029228	0.85885	-1.25833	0.450594	-0.856257	0.75662	-1.87591	-0.910627	-2.00448	0.878645	0.089735583	-0.186177	-0.24567833	-0.0444864	0.75528	-0.432623	0.157969893	-0.0549729	-0.10820499	0.0314758	0.063723729	-0.980285	0.197024719	-1.136	0.648666	-1.43539	2.30105	-1.38586	0.175334	0	-0.0576861	0.024378264	-1.05225	-1.81526	-0.260217606	-0.049251438	0.027756863	0.360016	0	0.287697474	-0.510638	1.16884	0.99642	0.063418735	0.988656	0.23044097	-0.47421	-0.925908	0.591426	0.441487	-0.453171	0	0
USF1:S186-p	-0.177054	0	0.200016699	-0.009362227	-2.24615	0.522228	-0.330186	-0.844585	0	-1.04152	0.117026001	0	0.063644588	0.772666	-0.005097228	-0.183322629	-0.775277	1.21792	0.171537	0.444875	1.43035	-0.469898	0	-0.0440038	-0.109974983	0.154163	1.44854	0.405689	0.090730211	0	-0.997638	-0.506428	0.70685	-0.153312	0.360226	0.826295	-0.353472	0.340777	-1.24665	0.886134	-1.1032	0	0.216195614	-1.48053	0.059226215	-0.08782391	0.086385657	0.042809469	0.230658099	-0.426240137	0.120684366	0.089735583	0.055701094	-0.24567833	-0.03925325	0.042738634	0.14488	-1.48481	-0.235597798	0.489399	-0.063685469	1.47058	-0.096115796	0.197024719	0.861099	0.013194124	-0.174235754	-0.733094	2.03742	0	-0.226844096	0.505988	0.024378264	-0.11132429	-1.0121	-0.260217606	-0.049251438	0.53803	-0.604918	-1.1016	0.287697474	0.069908096	0.176152	0	0.063418735	-0.0289098	0.23044097	0.177014	-0.104171175	-0.918273	0.669248	-0.264039	0.872739	0.226184925
USO1:S942-p	-0.477505	-0.769016	0.393151	0	1.28177	0	-0.353837	-0.205189	1.34505	0	-0.943967	-1.09643	0.063644588	-1.82517	-0.511243	0.155032	0.964935	-1.10334	0.0432415	0.777528	-1.32516	-0.369896	0.495096	0.547096	0.399822	0.849459	0	-2.51772	0.737901	0.292148	0.554984	-0.0432415	-1.61356	-0.166472	1.12247	-0.31897	1.33214	1.06116	0.779107	0	-1.40503	-0.043455221	-0.835284	0.968011	-0.0894091	0	0.0997223	0.0917088	0.797292	-0.385363	0.201759	0	-0.828679	-0.24567833	-0.03925325	0.042738634	0.735364	0.0481365	-0.202114	-0.10820499	1.68544	-0.131726	-0.889735	2.05179	0	0.058112	-0.0145558	-1.19581	-0.312971	-1.01766	-0.226844096	0.413966	-0.50359	-1.24878	-0.491483069	-0.260217606	-0.049251438	-1.5246	-0.192087074	-0.781775	0.287697474	2.45868	0.713284	0.810885	-0.180041	0	0.23044097	0.20973	-0.104171175	2.01296	-0.516332	0	0.512211	-1.38047
USP10:S576-p	0.19642327	0.152148362	1.63546	-1.02741	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	-0.124723	0.61786	-0.0253819	-0.748214	0.0528873	-0.932226	1.03108	-2.61439	0.464806	0.071027592	-0.189608	0	-1.17617	0.303231	-0.384157	0.365365	0	0.0239022	0.104204435	-0.465483	0.090834589	2.13497	-0.130959675	-0.55587	-0.356090301	0	0.0798509	-0.137139386	0.850059	-0.838671	-0.140958279	-0.207304571	-0.043455221	0.0462983	0.863811	0.244967	-1.02232	0.257882	-1.88823	1.00428	0	-0.997655	0.88242	1.39616	0.102517	-0.03925325	0.042738634	1.69587	0.157969893	-0.378605	-0.10820499	-1.27914	0.063723729	-1.41388	2.46795	0.357998	-1.88995	0	-1.86525	0.753953	0	-0.226844096	-0.347716	0.567438	0.255533	-0.491483069	-0.260217606	-0.049251438	0.027756863	-0.192087074	-1.27423	0.883264	0.279401	-1.31492	0.460064	-0.304564	-0.284814	0.23044097	0	-0.104171175	0.136058	-0.35943	-0.3831	-1.45404	-0.518423
USP10:S211-p	1.10048	1.49198	1.62419	-1.82216	1.09978	0	1.52283	-0.560732	-1.32475	-1.95701	1.31259	0.790077	0.063644588	-0.0188359	-1.07821	-0.87522	-1.5564	1.35132	0.820983	0.199224405	0.104056	1.28711	-0.0323311	-0.389899	0.0473952	0.763026	0.896203	-2.01578	-0.248092	0.880793	-0.548822	-0.5972	-0.327183	0.988445	-0.112916196	-1.35347	-1.0796	0	0.516982	0	-0.207304571	-0.043455221	-1.02126	0.82376	0.059226215	-0.199182	0.086385657	1.70433	0.230658099	0.0380637	0.492419	0.089735583	-0.37188	-0.24567833	-0.03925325	0.042738634	0.338164	0.157969893	-0.235597798	-0.10820499	0	0.459158	-0.096115796	0.197024719	-1.37766	0.013194124	-0.174235754	0	0	-0.84687	-0.226844096	0	0.024378264	1.24418	-0.491483069	-0.260217606	-0.049251438	0.027756863	-0.192087074	-0.631743	0.287697474	0	0.518542	0.676631	0.063418735	0	0.23044097	-0.808939	-0.104171175	1.32398	-1.6591	-0.73227	1.23923	-0.538717
USP15:S229-p	-0.201755	-0.616719	1.15371	0.326211	1.3946666	0.20408922	0.52882762	0.0341054	-0.47613552	0.820277	0.0230734	-1.12562	-0.515738	1.97677	0	-0.472145	0.375935	-0.378673	-0.540838	1.61088	0	2.09509	-0.923834	-1.40969	0.28833	-0.371317	0.71282	-1.25469	0.22753	0	-1.03005	-0.532248	-0.15924	0.469753	-0.400328	0	0.370681	0.763175	0.521637	0.104413	0.351258	0	-0.522816	0.789781	-0.627781	1.63165	-0.0824994	2.01572	-0.354952	-0.850328	0.505982	-0.427658	-2.02894	0.684772	0	-0.527373	0.228621	-0.972647	0.0412497	-1.36063	0	0	0.188935	-1.77816	0.479143	0.285311	0.787052	-1.13595	1.21469	1.64016	-0.810407	-0.724573	0.442568	-0.604675	-0.439685	2.01046	1.23246	0.559255	1.20083	0	2.37181	-0.0699336	-0.339073	-0.370033	1.37669	0	-0.0120654	-1.08021	-0.0569712	-0.130081	-0.272092	1.09923	1.5612	-1.10561
USP16:S415-p	-1.19672	0.0707909	0.852736	-0.802386	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	0	2.50726	0.0584671	-0.560115	-2.51802	0.247039	0	0.964788	0.549357	-0.255104	-0.770894	-0.86944	-1.68554	-0.231065	-1.33854	0	-0.513477	-0.924529	0.496881	0.00442179	-0.701931	-1.51952	0	0.309474	-2.33302	0	0.0435126	0.602949	0.19926	1.26626	-0.646469	-1.81179	-0.043455221	0.985527	0.268632	0.672393	0.161233	0.862408	-0.0693388	0.704523	-1.61435	-0.796478	0	1.55919	-2.52546	-0.03925325	0.042738634	0.291254	0.550688	1.93216	0	0.653655	1.57156	-0.835964	1.50424	0.050274196	-0.623997	0	-0.994748	0.00974415	0.030285575	-0.226844096	-0.071522829	-0.652057	-1.07454	-0.491483069	0	-0.499672	0.483028	-0.192087074	-0.117886842	-0.0998001	-0.0134256	0.109245115	0.944635	0.340171	-0.553274	0.650757	0	-0.104171175	0.205130311	-0.350717	-0.208765	-0.35643	-0.0994916
USP24:S2047-p	-0.123574	-0.458694	2.07802	1.25475	0.0160408	0.0977005	0.758601	-1.73995	-1.54403	-1.30788	1.30982	-1.92125	0.155117	0.677688	1.22603	-0.177017	-1.04723	0.696946	0	-1.0476	0.0506848	-0.497737	0.687808	1.24351	-1.02972	0.90354	0.238322	1.31543	0.542869	-0.525495	0	-0.852352	2.18245	0.519735	0	0.159145	1.62414	-0.45323	-0.334377	0	0.0734932	-0.0300622	-0.778112	0.643761	0.302689	-0.777523	0	0.164512	0.299368	-0.315824	0	0.294926	0	0	0.0666667	-1.25008	0	-0.774394	-0.874228	-1.35293	-0.43028	0.306082	-0.33651	0.635646	0	-0.820057	-2.17915	-1.16583	-0.313313	0.83281	-1.78748	-0.0631759	0.464656	-0.180718	-0.973136	1.53236	-1.20553	0.151179	0	-1.11901	0.0495513	0.210126	0.876024	-1.14764	-1.01879	-0.689117	0.197564	-1.33949	0	0.0541537	0.267388	-0.0304244	0.542341	0.65944
USP24:S2561-p	0	0.708177	-1.06669	1.21947	-1.12016	0	0.471846	-1.14015	0.891374	-0.0998267	0.117026001	-1.09459	0.20185	-0.217498	-0.005097228	-0.183322629	-0.575739	1.15495	0	0	0.778953	0	-0.677697	0.56316	-0.853464	-0.119875	0.843154	-0.327303	-1.18439	0.0786647	0.571468	-0.513061	2.25485	0.28285	-1.65135	1.17006	-1.26351	-0.174576	-0.38556	0.012535	-0.207304571	0.623217	0.216195614	-0.649236	0.059226215	-0.08782391	0.086385657	0.042809469	0.230658099	0.552305	0.120684366	0.089735583	0.309439	0.436741	-0.03925325	0.042738634	0.455676	0.157969893	-0.235597798	-0.10820499	-1.48643	1.20823	-0.096115796	0.197024719	0.771561	0.013194124	-0.174235754	-1.95217	1.03966	0.846981	-0.226844096	0.547453	0.024378264	0.796016	-0.157726	-0.710427	-0.269415	0.027756863	-2.28535	-0.718323	-0.468906	0.069908096	0	-0.626402	0.063418735	0.146004	0.524777	-1.14036	-0.104171175	0.349453	0.603276	0	0.820652	0
USP24:S1299-p	0.19642327	0.152148362	-0.169719	-0.119742	-0.260356	-1.10657	1.65695	0	-1.3531	0.25719	0.117026001	1.58759	1.58407	0.12980398	-0.005097228	-0.183322629	-0.147114	-0.0157237	0.071027592	0.199224405	0.789548	0	0.150588	0	-1.04318	-1.12959	-0.407275	0.104204435	0.70745	0.090834589	-1.44808	-0.130959675	0.652169	-0.356090301	-0.112916196	0.607937	-0.137139386	-1.52327	-1.56362	-0.140958279	-0.207304571	0.400327	0.216195614	0.050214001	0.648151	-0.08782391	-0.41836	0.042809469	-1.79587	1.3548	0.120684366	-0.706543	2.10987	1.12178	-0.03925325	0.042738634	0.285722855	0.157969893	-0.163843	-0.10820499	0.0566077	0.063723729	-0.895378	-0.310401	-1.63973	0	1.05316	-2.33063	1.18047	0.841146	-0.226844096	0	-0.839797	-0.279167	0	-0.260217606	-0.049251438	0.027756863	0.216493	-0.0117892	0.464183	0.069908096	0.782202	-0.349214	0.939834	-0.16875775	0.23044097	0.914835	-0.104171175	1.09722	-0.044972689	0.58561	0.674948	0
USP24:S1141-p	0.19642327	0.152148362	0.200016699	-0.009362227	-0.643985	0.399885	0.882715	-0.566511	-0.773083	0.0319891	0.0581366	-0.045475977	-0.0317201	0.256008	0.658778	0	0.150113325	-0.165799	0.071027592	0.199224405	-1.39393	0.325292	2.28294	-0.043253241	-0.109974983	0.020395053	0.166430724	0.104204435	0.090730211	0.090834589	-0.00821931	-0.130959675	-0.18019	-0.356090301	-0.112916196	0.043925172	-0.137139386	0	0.823581	-0.140958279	-0.207304571	-0.482754	-0.818364	-0.166215	0	-0.993175	0.351316	-0.207939	0.693312	-0.426240137	0.121378	1.82618	0.055701094	2.40124	-0.03925325	0.042738634	0	0.157969893	-0.927628	-0.10820499	-0.063685469	0.063723729	-0.997447	0.343416	1.5679	-0.428683	-1.77227	-1.75521	-0.107319121	-1.75669	-0.226844096	0.600997	0	-0.11132429	-0.324291	-0.260217606	-0.049251438	0.027756863	0.148543	0.24912	0.174071	0.178051	-0.201951	0.217735	1.63067	-1.05038	0.23044097	-1.0219	-0.104171175	0	-0.276081	0	-0.85097	0.226184925
USP33:S377-p	0.19642327	0.152148362	0.200016699	-0.009362227	0.48115	0.854844	-0.25641	-0.595842	-0.367984	0.032912271	1.58211	0	0.063644588	-0.960119	0	-0.487189	2.09697	-0.010558132	0	0.257483	-0.03526551	-0.205973582	-0.0185314	-0.794227	-0.109974983	-0.506283	0.511363	0.872243	0.090730211	0.3419	0.048861219	-1.93353	0.084581591	-0.669475	-0.767288	-0.957948	-0.137139386	0.10870514	0.238031446	-0.140958279	-0.207304571	-1.00512	0.392822	0.573237	0.934839	-1.26037	-1.11015	-1.31464	0.048576	-0.426240137	0.563805	0	0.055701094	-0.24567833	-0.163965	0.913099	0.803115	0.157969893	-1.63293	-0.10820499	-0.063685469	0.063723729	-0.676514	-1.75793	0.050274196	0.888623	-0.679579	-0.18806812	0.494467	0.030285575	-1.35069	-0.071522829	0.324665	-0.11132429	-0.855486	-0.260217606	-0.049251438	0.027756863	0	-0.117886842	0.287697474	0.11399	0.109245115	0.12487259	0.907957	-0.570868	0.23044097	0.035430144	-1.03456	0.205130311	-0.198763	0.003342637	-0.014067928	0.226184925
USP39:S46-p	0.19642327	0.152148362	0.802744	1.15114	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	0	0.852182	-0.045475977	0.842641	1.24489	0.186769	-0.897442	0.150113325	0.974717	0.163035	1.49607	-1.09538	0.629215	-0.311852	-0.043253241	0	0.020395053	0.166430724	1.13403	-0.32769	0.336493	0.0105607	-0.502485	-1.70728	-1.1125	-0.968942	0.043925172	-0.137139386	-1.02507	1.1795	-0.140958279	1.10646	1.11801	1.27084	-1.66102	-0.740185	-1.3461	1.26518	-0.825621	1.27029	-1.79828	0	0.089735583	1.40612	1.48166	-0.928212	0.356776	0	-1.57521	-1.60216	-0.000197508	-0.174683	0.063723729	0.309093	0.197024719	0.872897	-0.993039	-0.378344	-2.1881	-0.107319121	1.90401	-1.02277	-0.966705	0.024378264	0.402837	-0.20177	-0.525579	-0.232486	1.93688	0	-0.792473	1.4894	0.448791	-0.891997	0.851209	0.063418735	-0.247098	0.887039	-0.163592	-1.56048	0.616137	-0.744496	-0.715663	-0.301385	-0.720632
USP4:S680-p	-0.728839	0	0.200016699	-0.009362227	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	-0.544545	0	0.977557	0.063644588	-2.5602	0.900314	-1.36566	0.912172	1.20519	0.332029	0.199224405	-0.233594	-0.788973	-1.64101	-1.21862	-0.109974983	-0.632552	-0.262583	-0.752892	0.090730211	-1.29277	1.39163	0	0.971704	-0.672516	-0.112916196	1.7586	1.29095	0	0.0130928	0.10322	-1.65135	0.493184	0.57788	0.454614	-0.579617	-0.308332	-0.675809	1.20241	1.60794	-0.426240137	0.292553	0.183686	0.055701094	-0.24567833	-0.03925325	0.042738634	0	-2.16888	-1.32681	0.384474	-0.063685469	1.83983	0.0622897	2.13848	0.617492	-0.222419	1.66527	-0.429747	0	0	-0.226844096	0.659024	-0.812356	-0.11132429	0.0172316	-2.28075	0.754484	0.626745	-0.519753	-0.521415	0.287697474	-0.402066	-0.0497203	-0.282923	0	-0.244653	-0.0799998	-0.852199	-0.104171175	-0.224033	0.0412445	0.814636	0.348183	0.226184925
USP47:S832-p	0.19642327	0.152148362	0	0.518664	0.390269	0.682442	-0.41697	-1.94303	1.06677	-2.47348	-1.13166	-1.23696	0.063644588	1.98758	0.693738	-1.37388	0.251055	-0.150922	0.00182874	1.1069	-0.552232	0.147473	0	-1.1501	-1.68214	0	0.0616563	-1.23521	-1.39351	0.354886	-0.246929	-0.41678	0.639253	-0.00182874	-0.948822	0.455351	-0.137139386	0.58947	0.84577	-0.140958279	1.04982	0.257069	0.888774	0	0.294057	0.609914	0.339163	-1.73008	0	1.24313	-0.418518	1.65461	0.688774	-0.24567833	-0.03925325	0.042738634	-1.57824	-0.821966	-1.30611	0.356912	-0.785622	0.063723729	-0.136267	0	1.62277	0.145613	-0.705606	0.587564	-2.03158	0	-0.226844096	-0.613555	1.02861	0.381636	-2.57847	-0.0266133	-1.8402	0.669127	0	1.21617	0.287697474	0	-1.02701	-0.3593	-0.025099	0.309292	0.635485	1.11763	-0.104171175	-0.011328	-0.679137	-0.55132	0	-0.420563
USP5:S783-p	-0.510239	-0.013987	0.196157	-0.343453	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	0.032912271	0.474027	-0.181261	0.063644588	1.30914	0.129669	0.484225	1.29272	-0.010558132	0	-0.731106	-0.03526551	-0.205973582	-0.0185314	-0.359363	0	-1.17724	1.23996	-0.362342	1.00146	0.0149524	0.048861219	-0.530908	0.084581591	0.544593	-1.41447	0.227749	-2.10632	0.10870514	0.238031446	-0.366868	-1.92639	0	-1.16756	-0.45342	-0.404758	-0.696088	0	0	-0.0262664	2.48595	1.90489	0.13474	-0.472784	-0.24567833	0.329197	0.19605	0	-1.00824	1.23087	0	-0.431676	0.620463	0.0565648	0	0.050274196	-0.0215022	1.77834	-0.18806812	1.06268	0.030285575	-0.72852	-0.071522829	-1.05898	-0.395578	0.533579	-0.260217606	-0.049251438	0.402858	-1.88248	-0.117886842	0.287697474	-0.322818	0.109245115	0.12487259	-1.8676	-1.19271	0.23044097	0.035430144	-2.04974	0.205130311	-0.157953	0.003342637	-0.014067928	0.307179
USP5:T623-p	0.19642327	0.152148362	0.200016699	-0.009362227	-0.368533	-0.202783	2.41803	0.281454	0	0.515756	0.820056	-0.045475977	0.063644588	-1.85695	0.970912	0.077171	0.150113325	1.1883	0.071027592	0.199224405	2.11509	0.000873142	-0.721988	-0.043253241	-0.109974983	0.020395053	0.166430724	0.104204435	0.090730211	0.090834589	-0.492709	-0.130959675	-0.613743	-0.356090301	-0.112916196	0.043925172	-0.137139386	-0.841215	0	-0.140958279	-0.207304571	1.70243	-0.0332955	0	0.219729	0	-0.910788	-0.641869	-0.171918	-0.426240137	-0.745464	0.487449	0.055701094	-0.24567833	-0.159862	0.731178	-0.31832	0.157969893	0.521252	-0.10820499	-0.063685469	0.063723729	0	-0.978524	-1.23042	-0.0861822	2.39122	1.53687	-0.107319121	1.10501	-0.226844096	-0.0694723	-0.579286	-0.11132429	-1.05697	-0.260217606	-0.049251438	0.027756863	-0.699142	1.55413	0.287697474	-2.11838	-0.466687	0	0.063418735	0.546635	0.23044097	-0.405641	-1.46481	-0.888386	-0.483135	-0.161293	0.0734971	0.226184925
USP6NL:S716-p	-1.21018	-0.0922605	0.200016699	-0.009362227	-0.959482	0.940248	0.224506	1.16418	-1.82916	0.346431	0.226297	0.824198	0.382813	0.845113	-0.49661	-0.795419	0	0.0929152	0	0.323418	-1.57943	-1.26517	-1.05308	-0.238512	-0.109974983	-0.928983	1.20296	-0.6875	0.090730211	0.6634	0	0.855308	-0.935277	1.36979	-0.718997	-0.872283	-1.39644	1.31797	0.235236	1.44782	-0.207304571	0.953675	0	1.12696	0.059226215	-0.791487	0.086385657	0.604575	0.230658099	-0.426240137	-0.330979	-1.05863	0.055701094	1.17195	-0.720045	0.263421	0.0272533	0.157969893	-0.235597798	-0.10820499	-0.063685469	0.307758	-0.096115796	-1.54644	0.050274196	0.013194124	-0.174235754	0	0.870834	0.030285575	1.38426	-0.071522829	0.543695	-0.11132429	-1.52099	-0.260217606	-0.049251438	0.027756863	0	-0.117886842	0.177589	1.38944	0.109245115	0.303331	0.509988	1.56484	0.23044097	-0.0418933	-1.53545	0.205130311	-0.559298	-0.661807	-2.34515	0.226184925
USP8:T577-p	-0.0750286	1.02928	0	-0.918077	0.663599	0	1.69863	0.393925	-0.709054	0	0.117026001	1.51844	-0.621341	0	-0.005097228	-0.183322629	-1.0665	2.12452	0.071027592	0.199224405	0.0249393	0.763501	0.608294	0	0.887244	0.0475129	-0.116714	0.104204435	-0.23809	0.090834589	-0.914375	-0.130959675	-1.20815	-0.356090301	-0.112916196	-0.0178517	0.677967	-0.282643	-0.396533	0.00106832	-0.207304571	-0.747098	0.216195614	1.29934	-0.674488	-0.08782391	-0.673539	0.042809469	0.220078	0.265201	0.120684366	0.089735583	0.398166	1.99937	-0.03925325	0.042738634	-1.34323	0.157969893	-0.442688	-0.10820499	2.2193	-0.23044	0.637405	0.197024719	-0.236663	2.29749	-0.639921	-1.81335	1.73951	0.546828	-0.226844096	1.65874	0.024378264	-0.823022	-0.583079	-0.260217606	-0.049251438	0.027756863	1.40352	-0.156827	-0.173659	0.069908096	1.29045	-0.898397	0.063418735	-1.03908	0.23044097	-0.775965	-0.104171175	0	0.0290774	1.19102	0.181282	-0.694058
USP9X:S1600-p	1.27739	0.136418	0.200016699	-0.009362227	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	-0.724334	0	-0.234939	0.063644588	2.61162	0.546501	0.402751	2.07835	0	-1.12386	1.00309	-0.82412	1.05208	1.21921	-0.663951	-0.109974983	-0.345264	0.71969	1.46138	0.090730211	0.0776155	-0.0815943	1.555	-1.32812	-0.477924	1.04846	0	-1.45378	0.615309	1.43306	-0.61154	-0.207304571	-0.043455221	-0.588538	0.76493	-1.01776	-1.12799	0.287836	0.0956041	1.33369	-0.426240137	-1.95058	-1.41391	0.055701094	-0.24567833	-0.03925325	0.042738634	-0.125554	0.157969893	-0.583651	-0.10820499	-0.063685469	1.54428	0.342937	1.79158	1.45455	-0.629143	0	0	1.12526	-0.225946	-0.226844096	0.46633	-0.57816	-0.11132429	-0.491483069	-0.260217606	-0.049251438	0.027756863	-0.192087074	-0.160437	0.287697474	0.780368	-1.41318	-1.17205	-0.310916	-0.201235	0.23044097	-1.91102	-0.104171175	0	-0.157257	0.0135835	-0.478612	0.226184925
VAMP4:S30-p	0	1.91901	-1.68698	0.469617	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	0	-0.74259	-1.14487	0.063644588	1.88788	-0.240199	0.614563	1.00823	1.03019	0.0683797	-0.991806	-1.52862	-0.0184392	0.776538	-0.200688	-0.0699398	0	-0.541971	-0.816318	0.671527	0.759138	0.138258	-0.975476	-1.82376	1.25964	1.78898	0.324717	0.103374	-0.0422329	0.807258	0.852685	1.21537	-0.043455221	-1.83763	1.77018	-1.61638	0	0.0658903	0.16443	1.36989	-1.8708	0.137869	-1.11121	-0.900577	-0.24567833	0.137662	-2.0246	0	0	-0.364533	1.46942	0	-0.974348	-0.514408	0.795386	0.712302	-1.6684	0.509046	0.177107	-0.029628	-0.38457	-1.21617	-1.05599	-0.628076	0.401331	-0.491483069	0	0.162454	-1.09274	-0.192087074	-0.342098	0.287697474	1.32638	0	-0.464362	0.702539	0.0603457	1.0026	0.216846	1.39401	-0.330149	0.280951	0	-0.33594	0.0755709
